Z,N,symb, half_life [s], decay, decay %, decay, decay %, decay, decay %,Binding/A
1,3,H, ,N,100, , , , ,1720.449
1,4,H, ,N,100, , , , ,1000.0
1,5,H,2.85148571919616E-22,N,100, , , , ,961.639
2,1,He, , , , , , , ,3094.327
2,2,He, , , , , , , ,7073.915
2,3,He,7.04070547949669E-22,N, , , , , ,5512.132
2,4,He,0.8067,B-,100, , , , ,4878.519
2,5,He,3.04158476714257E-21,N, , , , , ,4123.057
2,6,He,0.1191,B-,100,B-N,16, , ,3924.52
2,7,He, ,N,100, , , , ,3349.037
2,8,He,1.52079238357129E-21,N,100, , , , ,2995.134
3,1,Li, ,P,100, , , , ,1153.76
3,2,Li,3.70924971602753E-22,P, , , , , ,5266.132
3,3,Li, , , , , , , ,5332.331
3,4,Li, , , , , , , ,5606.439
3,5,Li,0.8399,B-,100,B-A,100, , ,5159.712
3,6,Li,0.1783,B-,100,B-N,50.8, , ,5037.768
3,7,Li, ,N,100, , , , ,4531.351
3,8,Li,0.00875,B-,100,B-N, , , ,4155.381
4,2,Be,4.95910559860202E-21,A,100,2P,100, , ,4487.247
4,3,Be,4598208,EC,100, , , , ,5371.548
4,4,Be,8.19098231726007E-17,A,100, , , , ,7062.435
4,5,Be, , , , , , , ,6462.668
4,6,Be,47650958221633.9,B-,100, , , , ,6497.63
4,7,Be,13.76,B-,100,B-A,3.1,B-P,0.00083,5952.54
4,8,Be,0.0213,B-,100,B-N,1, , ,5720.722
4,9,Be,2.7E-21,N, , , , , ,5241.435
4,10,Be,0.00435,B-,100,B-N,81,B-2N,5,4993.897
4,11,Be,7.86616750123079E-22,N,100, , , , ,4540.97
4,12,Be,5.70297143839232E-22,N,100, , , , ,4285.285
5,2,B,5.69585162386249E-22,P,100, , , , ,3558.705
5,3,B,0.77,EC+B+,100,B+A,100, , ,4717.155
5,4,B,8.44884657539603E-19,P,100, , , , ,6257.07
5,5,B, , , , , , , ,6475.083
5,6,B, , , , , , , ,6927.732
5,7,B,0.0202,B-,100, , , , ,6631.223
5,8,B,0.01733,B-,100,B-N,0.286, , ,6496.419
5,9,B,0.0125,B-,100,B-N,6.1, , ,6101.644
5,10,B,0.00993,B-,100,B-N,99.68, , ,5879.985
5,11,B,4.56237715071386E-21,N,100, , , , ,5507.302
5,12,B,0.00508,B-,100,B-N,63,B-2N,11,5269.667
6,2,C,1.98364223944081E-21,P,100,A, , , ,3101.524
6,3,C,0.1265,EC+B+,100,B+P,61.6,B+A,38.4,4337.423
6,4,C,19.29,EC+B+,100, , , , ,6032.042
6,5,C,1221.84,EC+B+,100, , , , ,6676.456
6,6,C, , , , , , , ,7680.144
6,7,C, , , , , , , ,7469.849
6,8,C,179874478055.174,B-,100, , , , ,7520.319
6,9,C,2.449,B-,100, , , , ,7100.169
6,10,C,0.747,B-,100,B-N,99, , ,6922.054
6,11,C,0.193,B-,100,B-N,32, , ,6558.024
6,12,C,0.092,B-,100,B-N,31.5, , ,6426.131
6,14,C,0.014,B-,100,B-N,72, , ,5961.435
6,16,C,0.0061,B-,100,B-N,61,B-2N,37,5421.077
7,3,N, ,P,100, , , , ,3643.672
7,4,N,5.49683994061911E-22,P,100, , , , ,5364.046
7,5,N,0.011,EC+B+,100, , , , ,6170.109
7,6,N,597.9,EC+B+,100, , , , ,7238.863
7,7,N, , , , , , , ,7475.614
7,8,N, , , , , , , ,7699.46
7,9,N,7.13,B-,100,B-A,0.0012, , ,7373.796
7,10,N,4.173,B-,100,B-N,95.1,B-A,0.0025,7286.229
7,11,N,0.624,B-,100,B-N,14.3,B-A,12.2,7038.562
7,12,N,0.271,B-,100,B-N,54.6, , ,6948.543
7,13,N,0.13,B-,100,B-N,57, , ,6709.171
7,14,N,0.084,B-,100,B-N,86, , ,6609.015
7,15,N,0.023,B-,100,B-N,34,B-2N,12,6378.534
7,16,N,0.0141,B-,100,B-N,42,B-2N,8,6236.671
7,17,N,0.000000052,N, , , , , ,5887
8,4,O,1.14059428767846E-21,P, , , , , ,4890.202
8,5,O,0.00858,B+P,100,EC+B+,100, , ,5811.763
8,6,O,70.606,EC+B+,100, , , , ,7052.278
8,7,O,122.24,EC+B+,100, , , , ,7463.692
8,8,O, , , , , , , ,7976.206
8,9,O, , , , , , , ,7750.728
8,10,O, , , , , , , ,7767.097
8,11,O,26.88,B-,100, , , , ,7566.495
8,12,O,13.51,B-,100, , , , ,7568.57
8,13,O,3.42,B-,100, , , , ,7389.374
8,14,O,2.25,B-,100,B-N,22, , ,7364.871
8,15,O,0.082,B-,100,B-N,31, , ,7163.485
8,16,O,0.065,B-,100,B-N,58, , ,7039.685
8,18,O,4.5E-12,2N,100, , , , ,6497.478
9,5,F,5.01360126452072E-22,P, , , , , ,5285.208
9,6,F,6.91269265259675E-22,P,100, , , , ,6497.459
9,7,F,1.14059428767846E-20,P,100, , , , ,6963.731
9,8,F,64.49,EC+B+,100, , , , ,7542.328
9,9,F,6586.2,EC+B+,100, , , , ,7631.638
9,10,F, , , , , , , ,7779.018
9,11,F,11.07,B-,100, , , , ,7720.134
9,12,F,4.158,B-,100, , , , ,7738.293
9,13,F,4.23,B-,100,B-N,11, , ,7624.295
9,14,F,2.23,B-,100, , , , ,7622.344
9,15,F,0.39,B-,100,B-N,5.9, , ,7463.582
9,16,F,0.08,B-,100,B-N,23.1, , ,7336.306
9,17,F,0.0082,B-,100,B-N,13.5, , ,7083.24
9,18,F,0.005,B-,100,B-N,77, , ,6867.932
9,19,F,4.6E-20,N, , , , , ,6614.792
9,20,F,0.0025,B-,100,B-N,100, , ,6444.031
9,22,F,0.00000026,B-2N, ,B-N, ,B-, ,6033
10,5,Ne,7.73284262832857E-22,2P,100, , , , ,4868.728
10,6,Ne,3.73965340222447E-21,P,100, , , , ,6083.177
10,7,Ne,0.1092,EC+B+,100,ECP,100,ECA, ,6640.499
10,8,Ne,1.672,EC+B+,100, , , , ,7341.257
10,9,Ne,17.22,EC+B+,100, , , , ,7567.343
10,10,Ne, , , , , , , ,8032.24
10,11,Ne, , , , , , , ,7971.713
10,12,Ne, , , , , , , ,8080.465
10,13,Ne,37.24,B-,100, , , , ,7955.256
10,14,Ne,202.8,B-,100, , , , ,7993.325
10,15,Ne,0.602,B-,100, , , , ,7839.799
10,16,Ne,0.197,B-,100,B-N,0.13, , ,7751.91
10,17,Ne,0.0315,B-,100,B-N,2, , ,7520.414
10,18,Ne,0.02,B-,100,B-N,12,B-2N,3.7,7388.346
10,19,Ne,0.015,B-,100,B-N,28,B-2N,4,7167.067
10,20,Ne,0.0073,B-,100,B-N,13,B-2N,8.9,7034.531
10,21,Ne,0.0034,B-,100,B-N, ,B-2N, ,6813.09
10,22,Ne,0.0035,B-,100,B-N, , , ,6671
10,23,Ne,0.00000018,N, , , , , ,6440
10,24,Ne,0.00000006,B-2N, ,B-N, ,B-, ,6287
11,7,NA,2.28118857535693E-21,P,100, , , , ,6202.217
11,8,NA,1.14059428767846E-20,P,100, , , , ,6937.885
11,9,Na,0.4479,EC,100,ECA,20.05, , ,7298.496
11,10,Na,22.49,EC+B+,100, , , , ,7765.547
11,11,Na,82104810.0006935,EC+B+,100, , , , ,7915.667
11,12,Na, , , , , , , ,8111.493
11,13,Na,53989.2,B-,100, , , , ,8063.488
11,14,Na,59.1,B-,100, , , , ,8101.397
11,15,Na,1.07128,B-,100, , , , ,8004.201
11,16,Na,0.301,B-,100,B-N,0.13, , ,7956.946
11,17,Na,0.0305,B-,100,B-N,0.58, , ,7799.264
11,18,Na,0.0441,B-,100,B-N,21.5, , ,7682.151
11,19,Na,0.048,B-,100,B-N,30,B-2N,1.15,7501.968
11,20,Na,0.01735,B-,100,B-N,37.3,B-2N,0.87,7398.677
11,21,Na,0.0132,B-,100,B-N,24,B-2N,8.3,7219.881
11,22,Na,0.008,B-,100,B-N,47,B-2N,13,7089.926
11,23,Na,0.0055,B-,100,B-2N,50,B-N,15,6886.437
11,24,Na,0.0015,B-,100,B-N, , , ,6733
11,25,Na,0.00000018,N, , , , , ,6546
11,26,Na,0.00000006,B-N, ,B-, , , ,6392
12,7,MG,4.00208521992444E-12,2P,100, , , , ,5902.025
12,8,Mg,0.093,B+,100,B+P,30.3, , ,6728.025
12,9,Mg,0.122,EC+B+,100,B+P,32.6,B+A,0.5,7105.031
12,10,Mg,3.8755,EC+B+,100, , , , ,7662.761
12,11,Mg,11.317,EC+B+,100, , , , ,7901.115
12,12,Mg, , , , , , , ,8260.709
12,13,Mg, , , , , , , ,8223.502
12,14,Mg, , , , , , , ,8333.87
12,15,Mg,567.48,B-,100, , , , ,8263.852
12,16,Mg,75294,B-,100, , , , ,8272.413
12,17,Mg,1.3,B-,100, , , , ,8113.202
12,18,Mg,0.335,B-,100, , , , ,8054.506
12,19,Mg,0.236,B-,100,B-N,6.2, , ,7869.188
12,20,Mg,0.086,B-,100,B-N,5.5, , ,7803.84
12,21,Mg,0.0905,B-,100,B-N,14, , ,7636.455
12,22,Mg,0.02,B-,100,B-N, , , ,7550.39
12,23,Mg,0.07,B-,100,B-N,52, , ,7356.233
12,24,Mg,0.0039,B-,100,B-N, , , ,7244.419
12,25,Mg,0.008,B-N, ,N, ,B-, ,7055.111
12,26,Mg,0.00000026,B-2N, ,B-N, ,B-, ,6928
12,27,Mg,0.00000018,N, , , , , ,6747
12,28,Mg,0.00000017,B-,100,B-2N, ,B-N, ,6628
13,8,Al,0.000000035,P, , , , , ,6302
13,9,Al,0.0911,EC+B+,100,B+P,55,B+2P,1.1,6782
13,10,Al,0.47,EC+B+,100,B+P,0.46, , ,7335.727
13,11,Al,2.053,EC+B+,100,B+A,0.035,B+P,0.0016,7649.582
13,12,Al,7.183,EC+B+,100, , , , ,8021.136
13,13,Al,22626315923782.5,EC+B+,100, , , , ,8149.765
13,14,Al, , , , , , , ,8331.553
13,15,Al,134.7,B-,100, , , , ,8309.894
13,16,Al,393.6,B-,100, , , , ,8348.464
13,17,Al,3.62,B-,100, , , , ,8261.128
13,18,Al,0.644,B-,100,B-N,1.6, , ,8225.517
13,19,Al,0.033,B-,100,B-N,0.7, , ,8100.344
13,20,Al,0.0417,B-,100,B-N,8.5, , ,8020.616
13,21,Al,0.0563,B-,100,B-N,26, , ,7860.428
13,22,Al,0.0372,B-,100,B-N,38, , ,7787.124
13,23,Al,0.09,B-,100,B-N,31, , ,7623.515
13,24,Al,0.0107,B-,100,B-N, , , ,7531.315
13,25,Al,0.0076,B-, ,B-N, , , ,7377.097
13,26,Al,0.0076,B-N, ,B-, , , ,7281
13,27,Al,0.00000026,B-,100,B-2N, ,B-N, ,7127
13,29,Al,0.00000017,B-2N, ,B-N, ,B-, ,6874
13,30,AL,0.00000017,B-2N, ,B-N, ,B-, ,6741
14,8,Si,0.029,EC+B+,100,B+P,32, , ,6058
14,9,Si,0.0423,EC+B+,100,ECP,71,EC2P,3.6,6565
14,10,Si,0.14,EC+B+,100,B+P,38, , ,7167.232
14,11,Si,0.22,EC+B+,100,B+P,35, , ,7480.11
14,12,Si,2.2453,EC+B+,100, , , , ,7924.708
14,13,Si,4.15,EC+B+,100, , , , ,8124.341
14,14,Si, , , , , , , ,8447.744
14,15,Si, , , , , , , ,8448.635
14,16,Si, , , , , , , ,8520.654
14,17,Si,9441.6,B-,100, , , , ,8458.291
14,18,Si,4828209674.11258,B-,100, , , , ,8481.468
14,19,Si,6.11,B-,100, , , , ,8361.059
14,20,Si,2.77,B-,100, , , , ,8336.141
14,21,Si,0.78,B-,100,B-N,5, , ,8169.563
14,22,Si,0.45,B-,100,B-N,10, , ,8112.519
14,23,Si,0.09,B-,100,B-N,17,B-2N, ,7952.903
14,24,Si,0.000001,B-N, ,B-, , , ,7892.829
14,25,Si,0.0475,B-,100,B-2N, ,B-N, ,7730.979
14,26,Si,0.033,B-,100,B-2N, ,B-N, ,7661.754
14,27,Si,0.02,B-,100,B-N,0, , ,7508.573
14,28,Si,0.0125,B-,100,B-2N, ,B-N, ,7418
14,29,Si,0.00000006,B-2N, ,B-N, ,B-, ,7279
14,30,Si,0.00000036,B-,100,B-N, , , ,7174
15,10,P,0.00000003,P,100, , , , ,6812
15,11,P,0.0437,EC+B+,100,ECP,36.8,EC2P,2.16,7198
15,12,P,0.26,EC+B+,100,B+P,0.07, , ,7663.438
15,13,P,0.2703,EC+B+,100,ECP,0.0013,ECA,0.00086,7907.479
15,14,P,4.142,EC+B+,100, , , , ,8251.236
15,15,P,149.88,EC+B+,100, , , , ,8353.506
15,16,P, , , , , , , ,8481.167
15,17,P,1232755.2,B-,100, , , , ,8464.12
15,18,P,2190240,B-,100, , , , ,8513.806
15,19,P,12.43,B-,100, , , , ,8448.185
15,20,P,47.3,B-,100, , , , ,8446.249
15,21,P,5.6,B-,100, , , , ,8307.868
15,22,P,2.31,B-,100, , , , ,8267.555
15,23,P,0.64,B-,100,B-N,12, , ,8147.274
15,24,P,0.28,B-,100,B-N,26, , ,8097.969
15,25,P,0.15,B-,100,B-N,15.8,B-2N, ,7980.796
15,26,P,0.101,B-,100,B-N,30, , ,7906.551
15,27,P,0.0485,B-,100,B-N,50,B-2N, ,7767.866
15,28,P,0.0365,B-N,100,B-,100,B-2N, ,7689.572
15,29,P,0.0185,B-N, ,B-, , , ,7567
15,30,P,0.0000002,B-, , , , , ,7464
16,10,S,0.000000079,P, , , , , ,6548
16,11,S,0.0155,EC+B+,100,B+P,2.3,B+2P,1.1,6977
16,12,S,0.125,EC+B+,100,ECP,20.7, , ,7478.79
16,13,S,0.188,EC+B+,100,ECP,47, , ,7748.52
16,14,S,1.178,EC+B+,100, , , , ,8122.707
16,15,S,2.5534,EC+B+,100, , , , ,8281.8
16,16,S, , , , , , , ,8493.129
16,17,S, , , , , , , ,8497.63
16,18,S, , , , , , , ,8583.498
16,19,S,7548768,B-,100, , , , ,8537.85
16,20,S, , , , , , , ,8575.389
16,21,S,303,B-,100, , , , ,8459.935
16,22,S,10218,B-,100, , , , ,8448.782
16,23,S,11.5,B-,100, , , , ,8344.269
16,24,S,8.8,B-,100, , , , ,8329.325
16,25,S,1.99,B-,100,B-N, , , ,8229.635
16,26,S,1.016,B-,100,B-N,4, , ,8193.227
16,27,S,0.265,B-,100,B-N,40, , ,8063.827
16,28,S,0.1,B-,100,B-N,18, , ,7996.015
16,29,S,0.068,B-,100,B-N,54, , ,7881.807
16,30,S,0.05,B-,100, , , , ,7792
16,32,S,0.0000002,B-, , , , , ,7545
17,12,Cl,0.00000002,P,100, , , , ,7158.832
17,13,Cl,0.00000003,P, , , , , ,7480
17,14,Cl,0.19,EC+B+,100,ECP,2.4, , ,7869.209
17,15,Cl,0.298,EC+B+,100,ECA,0.054,ECP,0.026,8072.404
17,16,Cl,2.511,EC+B+,100, , , , ,8304.755
17,17,Cl,1.5266,EC+B+,100, , , , ,8398.97
17,18,Cl, , , , , , , ,8520.278
17,19,Cl,9508101796144.57,B-,98.1,EC+B+,1.9, , ,8521.931
17,20,Cl, , , , , , , ,8570.281
17,21,Cl,2234.4,B-,100, , , , ,8505.481
17,22,Cl,3372,B-,100, , , , ,8494.402
17,23,Cl,81,B-,100, , , , ,8427.765
17,24,Cl,38.4,B-,100, , , , ,8412.959
17,25,Cl,6.8,B-,100, , , , ,8345.886
17,26,Cl,3.13,B-,100, , , , ,8323.866
17,27,Cl,0.56,B-,100,B-N,8, , ,8232.332
17,28,Cl,0.413,B-,100,B-N,24, , ,8181.598
17,29,Cl,0.232,B-,100,B-N,60, , ,8083.48
17,30,Cl,0.101,B-,100,B-N,3, , ,7996
17,31,Cl,0.0000002,B-, , , , , ,7883
17,32,Cl,0.00000017,B-, , , , , ,7781
17,33,CL,0.00000062,B-, ,B-N, , , ,7651
18,12,Ar,1E-11,2P,100, , , , ,6904.204
18,13,Ar,0.0144,EC,100,B+P,63,B+2P,7.2,7252
18,14,Ar,0.098,EC+B+,100,ECP,35.58, , ,7700.008
18,15,Ar,0.173,EC+B+,100,ECP,38.7, , ,7928.955
18,16,Ar,0.8438,EC+B+,100, , , , ,8197.672
18,17,Ar,1.7756,EC+B+,100, , , , ,8327.461
18,18,Ar, , , , , , , ,8519.909
18,19,Ar,3024950.4,EC,100, , , , ,8527.139
18,20,Ar, , , , , , , ,8614.28
18,21,Ar,8488813087.16525,B-,100, , , , ,8562.598
18,22,Ar, , , , , , , ,8595.259
18,23,Ar,6576.6,B-,100, , , , ,8534.372
